id,name,slug,parent_id,parent_name,count,depth
335,CVA2650,cva2650,236,אביזרים וחלקי חילוף למכונות קפה מילה,7,2
1329,CVA2652,cva2652,236,אביזרים וחלקי חילוף למכונות קפה מילה,0,2
336,CVA2660,cva2660,236,אביזרים וחלקי חילוף למכונות קפה מילה,6,2
1330,CVA2662,cva2662,236,אביזרים וחלקי חילוף למכונות קפה מילה,0,2
338,CVA3650,cva3650,236,אביזרים וחלקי חילוף למכונות קפה מילה,5,2
339,CVA3660,cva3660,236,אביזרים וחלקי חילוף למכונות קפה מילה,3,2
340,CVA4060,cva4060,236,אביזרים וחלקי חילוף למכונות קפה מילה,9,2
358,CVA4070,cva4070,236,אביזרים וחלקי חילוף למכונות קפה מילה,2,2
359,CVA4075,cva4075,236,אביזרים וחלקי חילוף למכונות קפה מילה,2,2
341,CVA4080,cva4080,236,אביזרים וחלקי חילוף למכונות קפה מילה,9,2
342,CVA4085,cva4085,236,אביזרים וחלקי חילוף למכונות קפה מילה,8,2
343,CVA5060,cva5060,236,אביזרים וחלקי חילוף למכונות קפה מילה,11,2
344,CVA5065,cva5065,236,אביזרים וחלקי חילוף למכונות קפה מילה,10,2
345,CVA5068,cva5068,236,אביזרים וחלקי חילוף למכונות קפה מילה,8,2
346,CVA620,cva620,236,אביזרים וחלקי חילוף למכונות קפה מילה,0,2
347,CVA640,cva640,236,אביזרים וחלקי חילוף למכונות קפה מילה,1,2
348,CVA6401,cva6401,236,אביזרים וחלקי חילוף למכונות קפה מילה,11,2
349,CVA6405,cva6405,236,אביזרים וחלקי חילוף למכונות קפה מילה,9,2
350,CVA6431,cva6431,236,אביזרים וחלקי חילוף למכונות קפה מילה,1,2
351,CVA645,cva645,236,אביזרים וחלקי חילוף למכונות קפה מילה,0,2
352,CVA6800,cva6800,236,אביזרים וחלקי חילוף למכונות קפה מילה,10,2
353,CVA6805,cva6805,236,אביזרים וחלקי חילוף למכונות קפה מילה,9,2
354,CVA7440,cva7440,236,אביזרים וחלקי חילוף למכונות קפה מילה,6,2
355,CVA7445,cva7445,236,אביזרים וחלקי חילוף למכונות קפה מילה,5,2
1494,CVA7450,cva7450,236,אביזרים וחלקי חילוף למכונות קפה מילה,1,2
1495,CVA7460,cva7460,236,אביזרים וחלקי חילוף למכונות קפה מילה,1,2
1496,CVA7470,cva7470,236,אביזרים וחלקי חילוף למכונות קפה מילה,1,2
356,CVA7840,cva7840,236,אביזרים וחלקי חילוף למכונות קפה מילה,5,2
357,CVA7845,cva7845,236,אביזרים וחלקי חילוף למכונות קפה מילה,6,2
798,CVA78XX,cva78xx,236,אביזרים וחלקי חילוף למכונות קפה מילה,1,2
1331,K5464,k5464,236,אביזרים וחלקי חילוף למכונות קפה מילה,0,2
1332,K5654,k5654,236,אביזרים וחלקי חילוף למכונות קפה מילה,0,2
1333,K5664,k5664,236,אביזרים וחלקי חילוף למכונות קפה מילה,0,2
1334,K5764,k5764,236,אביזרים וחלקי חילוף למכונות קפה מילה,0,2
1335,K8564,k8564,236,אביזרים וחלקי חילוף למכונות קפה מילה,0,2
1315,ADC,adc,239,אביזרים וחלקי חילוף למדיחי כלים מילה,1,2
1314,AWSF,awsf,239,אביזרים וחלקי חילוף למדיחי כלים מילה,1,2
242,G1XXX,g1xxx,239,אביזרים וחלקי חילוף למדיחי כלים מילה,47,2
243,G2XXX,g2xxx,239,אביזרים וחלקי חילוף למדיחי כלים מילה,38,2
296,G3XX,g3xx,239,אביזרים וחלקי חילוף למדיחי כלים מילה,7,2
298,G3XXX,g3xxx,239,אביזרים וחלקי חילוף למדיחי כלים מילה,24,2
244,G4XXX,g4xxx,239,אביזרים וחלקי חילוף למדיחי כלים מילה,58,2
1095,G5XX,g5xx,239,אביזרים וחלקי חילוף למדיחי כלים מילה,1,2
